,r2,r2,mae,mae,mse,mse,rmse,rmse
,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,
RandomForestRegressor,0.34046005915696714,0.2595993559073432,429.5397607399658,62.395435838387776,486109.7679805631,160394.85973205892,688.2577433056372,113.30937247228728
KNNRegressor,0.1608382788582505,0.15860724510672122,549.2272695802197,79.10427580999634,644485.0363189107,209647.69474845828,792.387602858453,131.07088035767697
LinearRegression,0.13294719759874035,0.26246381301309024,577.0871549981254,59.17474197130704,636305.0026215067,159913.87394110803,791.8014527343875,98.37715288387943
SVR_RBF,-0.10513127788487103,0.07449008832144322,608.5308480706778,94.57283302308416,876022.2653608447,333276.12222329533,919.543298024884,177.51849369911903
